1.339286899999999898e-04,8.242286280210234795e-01,2.878859938019921391e-02,3.044920081271528661e-02,1.118335356631486656e-06
1.990155300000000010e-04,1.224788335096661074e+00,2.261872916580079731e-02,2.420711619345612339e-02,1.112983420152155462e-06
2.628506999999999870e-04,1.617644970882382571e+00,1.847173373115978956e-02,2.005275343686454756e-02,1.161957662455617328e-06
3.279375399999999983e-04,2.018204677958020277e+00,1.639455718489090871e-02,1.774140895014228794e-02,1.162022029734334393e-06
3.930243800000000095e-04,2.418764385033658204e+00,1.470297991541470381e-02,1.596753889615131275e-02,1.175111759737582070e-06
4.568595500000000227e-04,2.811621020819379257e+00,1.318570486001313657e-02,1.426859369258274245e-02,1.226112779684850789e-06
5.006680000000000149e-06,3.081228515966442927e-02,1.164942415336974874e-01,1.269606473083072229e-01,1.007969157395348345e-06
5.219463899999999797e-04,3.212180727895017185e+00,1.202914902335105486e-02,1.288505914782635438e-02,1.203785301098494430e-06
5.857815599999999928e-04,3.605037363680738238e+00,1.104853647701112274e-02,1.191429144636314830e-02,1.251990941811466565e-06
6.508684000000000041e-04,4.005597070756376610e+00,1.018660197661311155e-02,1.118464180995016287e-02,1.274130494943301504e-06
6.959285199999999097e-05,4.282907637193356098e-01,4.237179525393772184e-02,4.596667295916984780e-02,1.086076585496223394e-06
